Data type,Graph ID,Triple ID,Prompt text,Triple text,Target,Location in text,Decision,Comment on decision,Extra hallucinations
prompts_fictional,15,statement5,"Celestial High Priestess Senator Samell, born on June 27th, 1831 and a member of The Society of the Rose religious order, died in Floudres in 1857; her occupation was in Zoy, and her religion or worldview was Praxemilism.",Senator Samell / Religious order / The Society of the Rose,The Society of the Rose,82,p,,
prompts_fictional,15,statement0,"Celestial High Priestess Senator Samell, born on June 27th, 1831 and a member of The Society of the Rose religious order, died in Floudres in 1857; her occupation was in Zoy, and her religion or worldview was Praxemilism.",Senator Samell / Place of death / Floudres,Floudres,131,p,,
prompts_fictional,15,statement6,"Celestial High Priestess Senator Samell, born on June 27th, 1831 and a member of The Society of the Rose religious order, died in Floudres in 1857; her occupation was in Zoy, and her religion or worldview was Praxemilism.",Senator Samell / Date of death / 1857,1857,143,p,,
prompts_fictional,15,statement1,"Celestial High Priestess Senator Samell, born on June 27th, 1831 and a member of The Society of the Rose religious order, died in Floudres in 1857; her occupation was in Zoy, and her religion or worldview was Praxemilism.",Senator Samell / Occupation / Zoy,Zoy,171,p,,
prompts_fictional,15,statement2,"Celestial High Priestess Senator Samell, born on June 27th, 1831 and a member of The Society of the Rose religious order, died in Floudres in 1857; her occupation was in Zoy, and her religion or worldview was Praxemilism.",Senator Samell / Religion or worldview / Praxemilism,Praxemilism,210,p,,
prompts_fictional,16,statement5,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / Depicted by / Invisibil,Invisibil,36,p,,
prompts_fictional,16,statement6,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / Has father / Baron Yoothan,Baron Yoothan,70,p,,
prompts_fictional,16,statement0,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / Date of birth / 143,143,97,p,,
prompts_fictional,16,statement4,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / Sibling / Archbishop Elkin,Archbishop Elkin,124,p,,
prompts_fictional,16,statement3,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / Place of death / Zedeville,Zedeville,150,p,,
prompts_fictional,16,statement1,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.","Helle Viscera / Date of death / March 25th, 2015","March 25th, 2015",163,p,,
prompts_fictional,16,statement2,"Helle Viscera, who was depicted by Invisibil, and had a father named Baron Yoothan, was born in 143, had a sibling who was Archbishop Elkin, died in Zedeville on March 25th, 2015, and her work period ended in 1646.",Helle Viscera / End of work period / 1646,1646,210,p,,
prompts_fictional,17,statement6,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Place of birth / Hirvis,Hirvis,25,p,,
prompts_fictional,17,statement3,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.","Captain Tethys / Date of birth / February 7th, 1544","February 7th, 1544",35,p,,
prompts_fictional,17,statement2,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Employer / Arcadion College,Arcadion College,71,p,,
prompts_fictional,17,statement0,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Occupation / Vivirkos Taphrandos,Vivirkos Taphrandos,107,p,,
prompts_fictional,17,statement1,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Field of work / Crontagenics,Crontagenics,143,p,,
prompts_fictional,17,statement4,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Place of death / Zebulona,Zebulona,175,p,,
prompts_fictional,17,statement5,"Captain Tethys, born in Hirvis on February 7th, 1544, and employed by Arcadion College, was occupied with Vivirkos Taphrandos in the field of Crontagenics until his death in Zebulona, and had a sibling, Commodore Brilling.",Captain Tethys / Sibling / Commodore Brilling,Commodore Brilling,204,p,,
prompts_fictional,18,statement2,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Occupation / Air Force Captain Lorelai Terry,Air Force Captain Lorelai Terry,1,p,,
prompts_fictional,18,statement1,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Part of / The Feathered Warriors,The Feathered Warriors,40,p,,
prompts_fictional,18,statement3,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Military rank / Frigidian,Frigidian,64,p,,
prompts_fictional,18,statement4,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.","Commander Onson / Date of birth / September 25th, 1236","September 25th, 1236",98,p,,
prompts_fictional,18,statement5,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Place of birth / Harbourlight,Harbourlight,122,p,,
prompts_fictional,18,statement6,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Spouse / Hieron Yura,Hieron Yura,144,p,,
prompts_fictional,18,statement0,"Air Force Captain Lorelai Terry within the Feathered Warriors, Frigidian Commander Onson born on September 25th, 1236 in Harbourlight; married Hieron Yura, works in the field of Featherway.",Commander Onson / Field of work / Featherway,Featherway,179,p,,
prompts_fictional,19,statement3,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.","Glorianda Aleron / Date of birth / September 20th, 1919","September 20th, 1919",27,p,,
prompts_fictional,19,statement5,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Place of birth / Vallthar,Vallthar,51,p,,
prompts_fictional,19,statement1,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Mass / 62.0 kilogram,62.0 kilogram,69,p,,
prompts_fictional,19,statement4,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Sport / Hummball,Hummball,105,p,,
prompts_fictional,19,statement2,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Occupation / Affina Parvalde,Affina Parvalde,125,p,,
prompts_fictional,19,statement6,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Participant in / Saferail Steeplechase,Saferail Steeplechase,171,p,,
prompts_fictional,19,statement0,"Glorianda Aleron, born on September 20th, 1919 in Vallthar, weighed 62.0 kilograms, played the sport of Hummball, worked as Affina Parvalde, and also participated in the Saferail Steeplechase.",Glorianda Aleron / Participant in / Heliacal Games,Heliacal Games,#VALUE!,a,,
prompts_fictional,20,statement5,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.","Shirlan Darcane / Date of death / December 14th, 1960","December 14th, 1960",4,h,Does not actually say she died.,
prompts_fictional,20,statement6,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Position held / Warden of Thunderclaps,Warden of Thunderclaps,46,p,,
prompts_fictional,20,statement4,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Work location / Mecaenopolis,Mecaenopolis,84,p,,
prompts_fictional,20,statement0,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Has mother / Lord Basen,Lord Basen,119,p,,
prompts_fictional,20,statement3,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Has father / Sergeant Masam,Sergeant Masam,146,p,,
prompts_fictional,20,statement2,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Spouse / Scout Vince,Scout Vince,185,p,,
prompts_fictional,20,statement1,"On December 14th, 1960, Shirlan Darcane, the Warden of Thunderclaps, who worked in Mecaenopolis, and whose mother was Lord Basen, and father was Sergeant Masam, and who was married to Scout Vince, was also a Stingstalker.",Shirlan Darcane / Occupation / Stingstalker,Stingstalker,209,p,,
prompts_fictional,21,statement0,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Position held / Warlord of the Ice Plains,Warlord of the Ice Plains,44,p,,
prompts_fictional,21,statement5,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Religion or worldview / Calorism,Calorism,90,p,,
prompts_fictional,21,statement2,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Sibling / Lorekeeper Zarnul,Lorekeeper Zarnul,120,p,,
prompts_fictional,21,statement1,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Occupation / Philidorian,Philidorian,151,p,,
prompts_fictional,21,statement3,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Place of burial / Yijrog's Heap,Yijrog's Heap,187,p,,
prompts_fictional,21,statement4,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.","Sorceress Kylene / Date of death / August 7th, 1993","August 7th, 1993",219,p,,
prompts_fictional,21,statement6,"Sorceress Kylene, who held the position of Warlord of the Ice Plains, was an adherent of Calorism, had a sibling named Lorekeeper Zarnul, hailed from Philidorian and was laid to rest in Yijrog's Heap upon her death on August 7th, 1993, and had a child named Wayfarer Kohl.",Sorceress Kylene / Has child / Wayfarer Kohl,Wayfarer Kohl,259,p,,
prompts_fictional,22,statement6,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.","Irina Menard / Date of birth / January 6th, 1786","January 6th, 1786",20,p,,
prompts_fictional,22,statement0,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Sibling / Heron Frament,Heron Frament,55,p,,
prompts_fictional,22,statement1,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Employer / Akapalos Research Institute,Akapalos Research Institute,85,p,,
prompts_fictional,22,statement3,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Field of work / Aerobiotechnology,Aerobiotechnology,147,p,,
prompts_fictional,22,statement4,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Spouse / Baroness Greyso,Baroness Greyso,184,p,,
prompts_fictional,22,statement5,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Religious order / The Disciples of Serenity,The Disciples of Serenity,220,p,,
prompts_fictional,22,statement2,"Irina Menard, born January 6th, 1786, is a sibling of Heron Frament, an employee of Akapalos Research Institute under Dr.  Vellun in the field of aerobiotechnology, and the spouse of Baroness Greyso, who is a member of The Disciples of Serenity religious order.",Irina Menard / Occupation / Dr. Vellun,Dr. Vellun,#VALUE!,p,,
prompts_fictional,23,statement3,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Date of birth / 1211,1211,9,p,,
prompts_fictional,23,statement0,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Position held / Herald of the Ancient Isles,Herald of the Ancient Isles,53,p,,
prompts_fictional,23,statement1,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Has child / Cortes Buth,Cortes Buth,104,p,,
prompts_fictional,23,statement2,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Has father / Harbinger Lirien,Harbinger Lirien,132,p,,
prompts_fictional,23,statement4,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Sibling / Farrier Yarial,Farrier Yarial,166,p,,
prompts_fictional,23,statement6,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.",Commander Ralane / Spouse / Abbot Severin,Abbot Severin,201,p,,
prompts_fictional,23,statement5,"Born in 1211, Commander Ralane held the position of Herald of the Ancient Isles, and had a child named Cortes Buth, a father named Harbinger Lirien, a sibling named Farrier Yarial, and a spouse named Abbot Severin, before passing away on May 18th, 1911.","Commander Ralane / Date of death / May 18th, 1911","May 18th, 1911",239,p,,
prompts_fictional,24,statement0,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.","Apothecary Kaira / Date of birth / August 21st, 1986","August 21st, 1986",27,p,,
prompts_fictional,24,statement6,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Place of birth / Nugtaven,Nugtaven,48,p,,
prompts_fictional,24,statement3,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Occupation / Drignich,Drignich,69,p,,
prompts_fictional,24,statement4,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Employer / Stampolio Logistics,Stampolio Logistics,82,p,,
prompts_fictional,24,statement5,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Position held / Jantron Icister,Jantron Icister,134,p,,
prompts_fictional,24,statement2,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Field of work / Folocromology,Folocromology,169,p,,
prompts_fictional,24,statement1,"Apothecary Kaira, born on August 21st, 1986 in Nugtaven, works as a Drignich for Stampolio Logistics where she holds the position of Jantron Icister and specializes in Folocromology; she is also married to Artificer Voltain.",Apothecary Kaira / Spouse / Artificer Voltain,Artificer Voltain,207,p,,
prompts_fictional,25,statement0,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Date of birth / 1170,1170,35,p,,
prompts_fictional,25,statement6,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Date of death / 1925,1925,52,p,,
prompts_fictional,25,statement4,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Place of death / Benixzüe,Benixzüe,60,p,,
prompts_fictional,25,statement2,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Field of work / Vitrotechnology,Vitrotechnology,87,p,,
prompts_fictional,25,statement5,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Writing language / Frundlec Oïl,Frundlec Oïl,145,p,,
prompts_fictional,25,statement1,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Manner of death / Neuronstellation,Neuronstellation,175,p,,
prompts_fictional,25,statement3,"Aristander Ravos, who was born in 1170 and died in 1925 in Benixzüe, was an expert in Vitrotechnology, worked as Dr.  Lemar Gaffestor, wrote in Frundlec Oïl, and died due to Neuronstellation.",Aristander Ravos / Occupation / Dr. Lemar Gaffestor,Dr. Lemar Gaffestor,#VALUE!,p,,
prompts_fictional,26,statement5,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Date of birth / 1809,1809,24,p,,
prompts_fictional,26,statement1,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Place of birth / Glendadle,Glendadle,32,p,,
prompts_fictional,26,statement0,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Has child / Argus Candor,Argus Candor,61,p,,
prompts_fictional,26,statement2,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Has father / Maerin Lir,Maerin Lir,92,h,"Uyrastis's father was Maerin Lir, not Argus's.",
prompts_fictional,26,statement4,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Relative / Maxell Westin,Maxell Westin,126,h,"Arguable. Relatives of relatives are still relatives, but annotating same as father property above.",
prompts_fictional,26,statement6,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.","Seer Uyrastis / Date of death / November 24th, 1939","November 24th, 1939",153,p,,
prompts_fictional,26,statement3,"Seer Uyrastis, born in 1809 in Glendadle, had a child named Argus Candor, whose father was Maerin Lir and whose relative was Maxell Westin, and died on November 24th, 1939 in Viros.",Seer Uyrastis / Place of death / Viros,Viros,176,p,,
prompts_fictional,27,statement6,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Occupation / Flic Luco,Flic Luco,18,p,,
prompts_fictional,27,statement3,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Place of birth / Gaivaros,Gaivaros,39,p,,
prompts_fictional,27,statement4,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Place of death / Gaivaros,Gaivaros,39,p,,
prompts_fictional,27,statement5,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Work location / Gaivaros,Gaivaros,39,p,,
prompts_fictional,27,statement0,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Position held / Telmexio Leptus,Telmexio Leptus,87,h,Holding a position isn't working for someone...?,
prompts_fictional,27,statement1,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.",Rexelle Lorient / Spouse / Charisma Zorin,Charisma Zorin,119,p,,
prompts_fictional,27,statement2,"Rexelle Lorient, Flic Luco, worked in Gaivaros, the place of her birth and death, for Telmexio Leptus; her spouse was Charisma Zorin before her death on December 14th, 1960.","Rexelle Lorient / Date of death / December 14th, 1960","December 14th, 1960",154,p,,
prompts_fictional,28,statement6,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Position held / Universal Chronicler,Universal Chronicler,18,p,,
prompts_fictional,28,statement3,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Employer / Sentinels of Truth,Sentinels of Truth,51,p,,
prompts_fictional,28,statement4,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Place of birth / Narbeleth,Narbeleth,79,p,,
prompts_fictional,28,statement5,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Religion or worldview / Holdi Veda,Holdi Veda,104,p,,
prompts_fictional,28,statement0,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Manner of death / Normacosm,Normacosm,128,p,,
prompts_fictional,28,statement1,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Has father / Cassandera Beltran,Cassandera Beltran,144,p,,
prompts_fictional,28,statement2,"Courtier Nelene, Universal Chronicler employed by Sentinels of Truth, born in Narbeleth and worshipped Holdi Veda, died due to Normacosm, with Cassandera Beltran as father and Executive Hosius as mother.",Courtier Nelene / Has mother / Executive Hosius,Executive Hosius,177,p,,
prompts_fictional,29,statement0,"Corina Perest, who was born in 1544, had a sibling named Samael Tybirth; she died in Giltree and worked as Vivirkos Taphrandos.  Samael Tybirth, who worked at Caladium University in Ranfiah, died on August 21st, 1986.",Corina Perest / Date of birth / 1544,1544,32,p,,
prompts_fictional,29,statement1,"Corina Perest, who was born in 1544, had a sibling named Samael Tybirth; she died in Giltree and worked as Vivirkos Taphrandos.  Samael Tybirth, who worked at Caladium University in Ranfiah, died on August 21st, 1986.",Corina Perest / Sibling / Samael Tybirth,Samael Tybirth,58,p,,
prompts_fictional,29,statement2,"Corina Perest, who was born in 1544, had a sibling named Samael Tybirth; she died in Giltree and worked as Vivirkos Taphrandos.  Samael Tybirth, who worked at Caladium University in Ranfiah, died on August 21st, 1986.",Corina Perest / Place of death / Giltree,Giltree,86,p,,
